MissionName,MissionTime,Altitude,Pressure(Atm),Pressure(kPa)
Prodigal A-IV,430.26,105053.49,1.6E-07,1.609E-05
Prodigal A-IV,430.3,105003.31,1.6E-07,1.62E-05
Prodigal A-IV,430.34,104953.11,1.6E-07,1.633E-05
Prodigal A-IV,430.38,104902.89,1.6E-07,1.645E-05
Prodigal A-IV,430.42,104852.67,1.6E-07,1.657E-05
Prodigal A-IV,430.46,104802.43,1.6E-07,1.669E-05
Prodigal A-IV,430.5,104752.17,1.7E-07,1.682E-05
Prodigal A-IV,430.54,104701.9,1.7E-07,1.694E-05
Prodigal A-IV,430.58,104651.61,1.7E-07,1.707E-05
Prodigal A-IV,430.62,104601.31,1.7E-07,1.72E-05
Prodigal A-IV,430.66,104550.99,1.7E-07,1.733E-05
Prodigal A-IV,430.7,104500.66,1.7E-07,1.746E-05
Prodigal A-IV,430.74,104450.32,1.7E-07,1.759E-05
Prodigal A-IV,430.78,104399.96,1.7E-07,1.772E-05
Prodigal A-IV,430.82,104349.58,1.8E-07,1.785E-05
Prodigal A-IV,430.86,104299.2,1.8E-07,1.799E-05
Prodigal A-IV,430.9,104248.79,1.8E-07,1.812E-05
Prodigal A-IV,430.94,104198.37,1.8E-07,1.826E-05
Prodigal A-IV,430.98,104147.94,1.8E-07,1.84E-05
Prodigal A-IV,431.02,104097.49,1.8E-07,1.854E-05
Prodigal A-IV,431.06,104047.03,1.8E-07,1.868E-05
Prodigal A-IV,431.1,103996.55,1.9E-07,1.882E-05
Prodigal A-IV,431.14,103946.06,1.9E-07,1.896E-05
Prodigal A-IV,431.18,103895.55,1.9E-07,1.91E-05
Prodigal A-IV,431.22,103845.03,1.9E-07,1.925E-05
Prodigal A-IV,431.26,103794.5,1.9E-07,1.94E-05
Prodigal A-IV,431.3,103743.95,1.9E-07,1.955E-05
Prodigal A-IV,431.34,103693.38,1.9E-07,1.969E-05
Prodigal A-IV,431.38,103642.8,2E-07,1.985E-05
Prodigal A-IV,431.42,103592.21,2E-07,2E-05
Prodigal A-IV,431.46,103541.6,2E-07,2.015E-05
Prodigal A-IV,431.5,103490.97,2E-07,2.031E-05
Prodigal A-IV,431.54,103440.33,2E-07,2.046E-05
Prodigal A-IV,431.58,103389.68,2E-07,2.062E-05
Prodigal A-IV,431.62,103339.01,2.1E-07,2.078E-05
Prodigal A-IV,431.66,103288.33,2.1E-07,2.094E-05
Prodigal A-IV,431.7,103237.63,2.1E-07,2.11E-05
Prodigal A-IV,431.74,103186.92,2.1E-07,2.127E-05
Prodigal A-IV,431.78,103136.19,2.1E-07,2.143E-05
Prodigal A-IV,431.82,103085.45,2.1E-07,2.16E-05
Prodigal A-IV,431.86,103034.69,2.1E-07,2.177E-05
Prodigal A-IV,431.9,102983.92,2.2E-07,2.194E-05
Prodigal A-IV,431.94,102933.14,2.2E-07,2.211E-05
Prodigal A-IV,431.98,102882.33,2.2E-07,2.228E-05
Prodigal A-IV,432.02,102831.52,2.2E-07,2.246E-05
Prodigal A-IV,432.06,102780.69,2.2E-07,2.263E-05
Prodigal A-IV,432.1,102729.84,2.3E-07,2.281E-05
Prodigal A-IV,432.14,102678.99,2.3E-07,2.299E-05
Prodigal A-IV,432.18,102628.11,2.3E-07,2.317E-05
Prodigal A-IV,432.22,102577.22,2.3E-07,2.335E-05
Prodigal A-IV,432.26,102526.32,2.3E-07,2.354E-05
Prodigal A-IV,432.3,102475.4,2.3E-07,2.373E-05
Prodigal A-IV,432.34,102424.47,2.4E-07,2.391E-05
Prodigal A-IV,432.38,102373.52,2.4E-07,2.41E-05
Prodigal A-IV,432.42,102322.56,2.4E-07,2.43E-05
Prodigal A-IV,432.46,102271.58,2.4E-07,2.449E-05
Prodigal A-IV,432.5,102220.59,2.4E-07,2.469E-05
Prodigal A-IV,432.54,102169.58,2.5E-07,2.488E-05
Prodigal A-IV,432.58,102118.56,2.5E-07,2.508E-05
Prodigal A-IV,432.62,102067.53,2.5E-07,2.528E-05
Prodigal A-IV,432.66,102016.48,2.5E-07,2.549E-05
Prodigal A-IV,432.7,101965.41,2.5E-07,2.569E-05
Prodigal A-IV,432.74,101914.33,2.6E-07,2.59E-05
Prodigal A-IV,432.78,101863.24,2.6E-07,2.611E-05
Prodigal A-IV,432.82,101812.13,2.6E-07,2.632E-05
Prodigal A-IV,432.86,101761,2.6E-07,2.653E-05
Prodigal A-IV,432.9,101709.86,2.6E-07,2.675E-05
Prodigal A-IV,432.94,101658.71,2.7E-07,2.696E-05
Prodigal A-IV,432.98,101607.54,2.7E-07,2.718E-05
Prodigal A-IV,433.02,101556.36,2.7E-07,2.74E-05
Prodigal A-IV,433.06,101505.16,2.7E-07,2.762E-05
Prodigal A-IV,433.1,101453.95,2.7E-07,2.785E-05
Prodigal A-IV,433.14,101402.72,2.8E-07,2.808E-05
Prodigal A-IV,433.18,101351.48,2.8E-07,2.831E-05
Prodigal A-IV,433.22,101300.22,2.8E-07,2.854E-05
Prodigal A-IV,433.26,101248.95,2.8E-07,2.877E-05
Prodigal A-IV,433.3,101197.67,2.9E-07,2.901E-05
Prodigal A-IV,433.34,101146.37,2.9E-07,2.924E-05
Prodigal A-IV,433.38,101095.05,2.9E-07,2.948E-05
Prodigal A-IV,433.42,101043.72,2.9E-07,2.973E-05
Prodigal A-IV,433.46,100992.38,3E-07,2.997E-05
Prodigal A-IV,433.5,100941.02,3E-07,3.022E-05
Prodigal A-IV,433.54,100889.64,3E-07,3.047E-05
Prodigal A-IV,433.58,100838.26,3E-07,3.072E-05
Prodigal A-IV,433.62,100786.85,3.1E-07,3.097E-05
Prodigal A-IV,433.66,100735.43,3.1E-07,3.123E-05
Prodigal A-IV,433.7,100684,3.1E-07,3.149E-05
Prodigal A-IV,433.74,100632.55,3.1E-07,3.175E-05
Prodigal A-IV,433.78,100581.09,3.2E-07,3.201E-05
Prodigal A-IV,433.82,100529.62,3.2E-07,3.228E-05
Prodigal A-IV,433.86,100478.12,3.2E-07,3.255E-05
Prodigal A-IV,433.9,100426.62,3.2E-07,3.282E-05
Prodigal A-IV,433.94,100375.1,3.3E-07,3.309E-05
Prodigal A-IV,433.98,100323.56,3.3E-07,3.336E-05
Prodigal A-IV,434.02,100272.01,3.3E-07,3.364E-05
Prodigal A-IV,434.06,100220.45,3.3E-07,3.392E-05
Prodigal A-IV,434.1,100168.87,3.4E-07,3.421E-05
Prodigal A-IV,434.14,100117.27,3.4E-07,3.449E-05
Prodigal A-IV,434.18,100065.66,3.4E-07,3.478E-05
Prodigal A-IV,434.22,100014.04,3.5E-07,3.507E-05
Prodigal A-IV,434.26,99962.4,3.5E-07,3.536E-05
Prodigal A-IV,434.3,99910.75,3.5E-07,3.566E-05
Prodigal A-IV,434.34,99859.08,3.5E-07,3.596E-05
Prodigal A-IV,434.38,99807.39,3.6E-07,3.626E-05
Prodigal A-IV,434.42,99755.7,3.6E-07,3.656E-05
Prodigal A-IV,434.46,99703.98,3.6E-07,3.687E-05
Prodigal A-IV,434.5,99652.26,3.7E-07,3.718E-05
Prodigal A-IV,434.54,99600.52,3.7E-07,3.749E-05
Prodigal A-IV,434.58,99548.76,3.7E-07,3.78E-05
Prodigal A-IV,434.62,99496.99,3.8E-07,3.812E-05
Prodigal A-IV,434.66,99445.2,3.8E-07,3.844E-05
Prodigal A-IV,434.7,99393.4,3.8E-07,3.877E-05
Prodigal A-IV,434.74,99341.59,3.9E-07,3.909E-05
Prodigal A-IV,434.78,99289.76,3.9E-07,3.942E-05
Prodigal A-IV,434.82,99237.91,3.9E-07,3.975E-05
Prodigal A-IV,434.86,99186.05,4E-07,4.009E-05
Prodigal A-IV,434.9,99134.18,4E-07,4.043E-05
Prodigal A-IV,434.94,99082.29,4E-07,4.077E-05
Prodigal A-IV,434.98,99030.39,4.1E-07,4.112E-05
Prodigal A-IV,435.02,98978.47,4.1E-07,4.146E-05
Prodigal A-IV,435.06,98926.54,4.1E-07,4.182E-05
Prodigal A-IV,435.1,98874.59,4.2E-07,4.217E-05
Prodigal A-IV,435.14,98822.63,4.2E-07,4.253E-05
Prodigal A-IV,435.18,98770.65,4.2E-07,4.289E-05
Prodigal A-IV,435.22,98718.66,4.3E-07,4.326E-05
Prodigal A-IV,435.26,98666.65,4.3E-07,4.363E-05
Prodigal A-IV,435.3,98614.63,4.3E-07,4.4E-05
Prodigal A-IV,435.34,98562.59,4.4E-07,4.438E-05
Prodigal A-IV,435.38,98510.54,4.4E-07,4.476E-05
Prodigal A-IV,435.42,98458.48,4.5E-07,4.514E-05
Prodigal A-IV,435.46,98406.4,4.5E-07,4.553E-05
Prodigal A-IV,435.5,98354.3,4.5E-07,4.592E-05
Prodigal A-IV,435.54,98302.2,4.6E-07,4.631E-05
Prodigal A-IV,435.58,98250.07,4.6E-07,4.671E-05
Prodigal A-IV,435.62,98197.93,4.6E-07,4.712E-05
Prodigal A-IV,435.66,98145.78,4.7E-07,4.752E-05
Prodigal A-IV,435.7,98093.61,4.7E-07,4.793E-05
Prodigal A-IV,435.74,98041.43,4.8E-07,4.835E-05
Prodigal A-IV,435.78,97989.23,4.8E-07,4.877E-05
Prodigal A-IV,435.82,97937.02,4.9E-07,4.919E-05
Prodigal A-IV,435.86,97884.79,4.9E-07,4.962E-05
Prodigal A-IV,435.9,97832.55,4.9E-07,5.005E-05
Prodigal A-IV,435.94,97780.29,5E-07,5.049E-05
Prodigal A-IV,435.98,97728.02,5E-07,5.093E-05
Prodigal A-IV,436.02,97675.74,5.1E-07,5.137E-05
Prodigal A-IV,436.06,97623.43,5.1E-07,5.182E-05
Prodigal A-IV,436.1,97571.12,5.2E-07,5.228E-05
Prodigal A-IV,436.14,97518.79,5.2E-07,5.274E-05
Prodigal A-IV,436.18,97466.44,5.3E-07,5.32E-05
Prodigal A-IV,436.22,97414.08,5.3E-07,5.367E-05
Prodigal A-IV,436.26,97361.71,5.3E-07,5.414E-05
Prodigal A-IV,436.3,97309.32,5.4E-07,5.462E-05
Prodigal A-IV,436.34,97256.92,5.4E-07,5.51E-05
Prodigal A-IV,436.38,97204.5,5.5E-07,5.558E-05
Prodigal A-IV,436.42,97152.07,5.5E-07,5.608E-05
Prodigal A-IV,436.46,97099.62,5.6E-07,5.657E-05
Prodigal A-IV,436.5,97047.16,5.6E-07,5.707E-05
Prodigal A-IV,436.54,96994.68,5.7E-07,5.758E-05
Prodigal A-IV,436.58,96942.19,5.7E-07,5.809E-05
Prodigal A-IV,436.62,96889.68,5.8E-07,5.861E-05
Prodigal A-IV,436.66,96837.16,5.8E-07,5.913E-05
Prodigal A-IV,436.7,96784.62,5.9E-07,5.966E-05
Prodigal A-IV,436.74,96732.07,5.9E-07,6.019E-05
Prodigal A-IV,436.78,96679.51,6E-07,6.073E-05
Prodigal A-IV,436.82,96626.93,6E-07,6.127E-05
Prodigal A-IV,436.86,96574.33,6.1E-07,6.182E-05
Prodigal A-IV,436.9,96521.72,6.2E-07,6.237E-05
Prodigal A-IV,436.94,96469.1,6.2E-07,6.293E-05
Prodigal A-IV,436.98,96416.46,6.3E-07,6.349E-05
Prodigal A-IV,437.02,96363.81,6.3E-07,6.406E-05
Prodigal A-IV,437.06,96311.14,6.4E-07,6.464E-05
Prodigal A-IV,437.1,96258.45,6.4E-07,6.522E-05
Prodigal A-IV,437.14,96205.76,6.5E-07,6.581E-05
Prodigal A-IV,437.18,96153.04,6.6E-07,6.64E-05
Prodigal A-IV,437.22,96100.32,6.6E-07,6.7E-05
Prodigal A-IV,437.26,96047.57,6.7E-07,6.76E-05
Prodigal A-IV,437.3,95994.82,6.7E-07,6.821E-05
Prodigal A-IV,437.34,95942.05,6.8E-07,6.883E-05
Prodigal A-IV,437.38,95889.26,6.9E-07,6.945E-05
Prodigal A-IV,437.42,95836.46,6.9E-07,7.008E-05
Prodigal A-IV,437.46,95783.64,7E-07,7.071E-05
Prodigal A-IV,437.5,95730.81,7E-07,7.135E-05
Prodigal A-IV,437.54,95677.97,7.1E-07,7.2E-05
Prodigal A-IV,437.58,95625.11,7.2E-07,7.265E-05
Prodigal A-IV,437.62,95572.23,7.2E-07,7.331E-05
Prodigal A-IV,437.66,95519.34,7.3E-07,7.398E-05
Prodigal A-IV,437.7,95466.44,7.4E-07,7.465E-05
Prodigal A-IV,437.74,95413.52,7.4E-07,7.533E-05
Prodigal A-IV,437.78,95360.59,7.5E-07,7.601E-05
Prodigal A-IV,437.82,95307.64,7.6E-07,7.67E-05
Prodigal A-IV,437.86,95254.68,7.6E-07,7.74E-05
Prodigal A-IV,437.9,95201.7,7.7E-07,7.811E-05
Prodigal A-IV,437.94,95148.71,7.8E-07,7.882E-05
Prodigal A-IV,437.98,95095.7,7.8E-07,7.953E-05
Prodigal A-IV,438.02,95042.68,7.9E-07,8.026E-05
Prodigal A-IV,438.06,94989.64,8E-07,8.099E-05
Prodigal A-IV,438.1,94936.59,8.1E-07,8.173E-05
Prodigal A-IV,438.14,94883.53,8.1E-07,8.247E-05
Prodigal A-IV,438.18,94830.45,8.2E-07,8.322E-05
Prodigal A-IV,438.22,94777.35,8.3E-07,8.398E-05
Prodigal A-IV,438.26,94724.24,8.4E-07,8.475E-05
Prodigal A-IV,438.3,94671.12,8.4E-07,8.552E-05
Prodigal A-IV,438.34,94617.98,8.5E-07,8.63E-05
Prodigal A-IV,438.38,94564.82,8.6E-07,8.709E-05
Prodigal A-IV,438.42,94511.65,8.7E-07,8.788E-05
Prodigal A-IV,438.46,94458.47,8.8E-07,8.868E-05
Prodigal A-IV,438.5,94405.27,8.8E-07,8.949E-05
Prodigal A-IV,438.54,94352.06,8.9E-07,9.031E-05
Prodigal A-IV,438.58,94298.83,9E-07,9.114E-05
Prodigal A-IV,438.62,94245.59,9.1E-07,9.197E-05
Prodigal A-IV,438.66,94192.33,9.2E-07,9.281E-05
Prodigal A-IV,438.7,94139.06,9.2E-07,9.366E-05
Prodigal A-IV,438.74,94085.77,9.3E-07,9.452E-05
Prodigal A-IV,438.78,94032.47,9.4E-07,9.538E-05
Prodigal A-IV,438.82,93979.16,9.5E-07,9.626E-05
Prodigal A-IV,438.86,93925.82,9.6E-07,9.714E-05
Prodigal A-IV,438.9,93872.48,9.7E-07,9.803E-05
Prodigal A-IV,438.94,93819.12,9.8E-07,9.893E-05
Prodigal A-IV,438.98,93765.74,9.9E-07,9.984E-05
Prodigal A-IV,439.02,93712.35,9.9E-07,0.00010076
Prodigal A-IV,439.06,93658.95,1E-06,0.00010169
Prodigal A-IV,439.1,93605.53,1.01E-06,0.00010263
Prodigal A-IV,439.14,93552.1,1.02E-06,0.00010357
Prodigal A-IV,439.18,93498.65,1.03E-06,0.00010453
Prodigal A-IV,439.22,93445.19,1.04E-06,0.00010549
Prodigal A-IV,439.26,93391.71,1.05E-06,0.00010647
Prodigal A-IV,439.3,93338.22,1.06E-06,0.00010745
Prodigal A-IV,439.34,93284.71,1.07E-06,0.00010844
Prodigal A-IV,439.38,93231.19,1.08E-06,0.00010945
Prodigal A-IV,439.42,93177.65,1.09E-06,0.00011046
Prodigal A-IV,439.46,93124.1,1.1E-06,0.00011149
Prodigal A-IV,439.5,93070.53,1.11E-06,0.00011252
Prodigal A-IV,439.54,93016.95,1.12E-06,0.00011357
Prodigal A-IV,439.58,92963.36,1.13E-06,0.00011462
Prodigal A-IV,439.62,92909.74,1.14E-06,0.00011569
Prodigal A-IV,439.66,92856.12,1.15E-06,0.00011677
Prodigal A-IV,439.7,92802.48,1.16E-06,0.00011785
Prodigal A-IV,439.74,92748.83,1.17E-06,0.00011895
Prodigal A-IV,439.78,92695.16,1.18E-06,0.00012006
Prodigal A-IV,439.82,92641.47,1.2E-06,0.00012118
Prodigal A-IV,439.86,92587.77,1.21E-06,0.00012231
Prodigal A-IV,439.9,92534.06,1.22E-06,0.00012346
Prodigal A-IV,439.94,92480.33,1.23E-06,0.00012461
Prodigal A-IV,439.98,92426.59,1.24E-06,0.00012578
Prodigal A-IV,440.02,92372.83,1.25E-06,0.00012696
Prodigal A-IV,440.06,92319.06,1.26E-06,0.00012815
Prodigal A-IV,440.1,92265.27,1.28E-06,0.00012935
Prodigal A-IV,440.14,92211.47,1.29E-06,0.00013056
Prodigal A-IV,440.18,92157.65,1.3E-06,0.00013179
Prodigal A-IV,440.22,92103.82,1.31E-06,0.00013303
Prodigal A-IV,440.26,92049.98,1.33E-06,0.00013428
Prodigal A-IV,440.3,91996.12,1.34E-06,0.00013554
Prodigal A-IV,440.34,91942.24,1.35E-06,0.00013682
Prodigal A-IV,440.38,91888.35,1.36E-06,0.0001381
Prodigal A-IV,440.42,91834.45,1.38E-06,0.00013941
Prodigal A-IV,440.46,91780.53,1.39E-06,0.00014072
Prodigal A-IV,440.5,91726.59,1.4E-06,0.00014205
Prodigal A-IV,440.54,91672.64,1.42E-06,0.00014339
Prodigal A-IV,440.58,91618.68,1.43E-06,0.00014474
Prodigal A-IV,440.62,91564.7,1.44E-06,0.00014611
Prodigal A-IV,440.66,91510.71,1.46E-06,0.00014749
Prodigal A-IV,440.7,91456.7,1.47E-06,0.00014888
Prodigal A-IV,440.74,91402.68,1.48E-06,0.00015029
Prodigal A-IV,440.78,91348.64,1.5E-06,0.00015171
Prodigal A-IV,440.82,91294.59,1.51E-06,0.00015315
Prodigal A-IV,440.86,91240.52,1.53E-06,0.0001546
Prodigal A-IV,440.9,91186.44,1.54E-06,0.00015606
Prodigal A-IV,440.94,91132.35,1.55E-06,0.00015754
Prodigal A-IV,440.98,91078.24,1.57E-06,0.00015903
Prodigal A-IV,441.02,91024.11,1.58E-06,0.00016053
Prodigal A-IV,441.06,90969.97,1.6E-06,0.00016206
Prodigal A-IV,441.1,90915.81,1.61E-06,0.00016359
Prodigal A-IV,441.14,90861.64,1.63E-06,0.00016514
Prodigal A-IV,441.18,90807.46,1.65E-06,0.00016671
Prodigal A-IV,441.22,90753.26,1.66E-06,0.00016829
Prodigal A-IV,441.26,90699.05,1.68E-06,0.00016989
Prodigal A-IV,441.3,90644.82,1.69E-06,0.0001715
Prodigal A-IV,441.34,90590.58,1.71E-06,0.00017312
Prodigal A-IV,441.38,90536.32,1.72E-06,0.00017477
Prodigal A-IV,441.42,90482.04,1.74E-06,0.00017642
Prodigal A-IV,441.46,90427.76,1.76E-06,0.0001781
Prodigal A-IV,441.5,90373.46,1.77E-06,0.00017979
Prodigal A-IV,441.54,90319.14,1.79E-06,0.00018149
Prodigal A-IV,441.58,90264.81,1.81E-06,0.00018321
Prodigal A-IV,441.62,90210.46,1.83E-06,0.00018495
Prodigal A-IV,441.66,90156.1,1.84E-06,0.00018671
Prodigal A-IV,441.7,90101.72,1.86E-06,0.00018848
Prodigal A-IV,441.74,90047.33,1.88E-06,0.00019026
Prodigal A-IV,441.78,89992.93,1.9E-06,0.00019207
Prodigal A-IV,441.82,89938.51,1.91E-06,0.00019389
Prodigal A-IV,441.86,89884.07,1.93E-06,0.00019573
Prodigal A-IV,441.9,89829.62,1.95E-06,0.00019758
Prodigal A-IV,441.94,89775.16,1.97E-06,0.00019945
Prodigal A-IV,441.98,89720.68,1.99E-06,0.00020134
Prodigal A-IV,442.02,89666.19,2.01E-06,0.00020324
Prodigal A-IV,442.06,89611.68,2.02E-06,0.00020517
Prodigal A-IV,442.1,89557.16,2.04E-06,0.00020711
Prodigal A-IV,442.14,89502.62,2.06E-06,0.00020907
Prodigal A-IV,442.18,89448.07,2.08E-06,0.00021104
Prodigal A-IV,442.22,89393.5,2.1E-06,0.00021304
Prodigal A-IV,442.26,89338.92,2.12E-06,0.00021506
Prodigal A-IV,442.3,89284.32,2.14E-06,0.00021709
Prodigal A-IV,442.34,89229.71,2.16E-06,0.00021914
Prodigal A-IV,442.38,89175.08,2.18E-06,0.00022122
Prodigal A-IV,442.42,89120.44,2.2E-06,0.00022331
Prodigal A-IV,442.46,89065.79,2.22E-06,0.00022542
Prodigal A-IV,442.5,89011.12,2.25E-06,0.00022756
Prodigal A-IV,442.54,88956.43,2.27E-06,0.00022971
Prodigal A-IV,442.58,88901.73,2.29E-06,0.00023189
Prodigal A-IV,442.62,88847.02,2.31E-06,0.00023409
Prodigal A-IV,442.66,88792.29,2.33E-06,0.0002363
Prodigal A-IV,442.7,88737.55,2.35E-06,0.00023855
Prodigal A-IV,442.74,88682.79,2.38E-06,0.00024081
Prodigal A-IV,442.78,88628.02,2.4E-06,0.00024309
Prodigal A-IV,442.82,88573.23,2.42E-06,0.0002454
Prodigal A-IV,442.86,88518.43,2.44E-06,0.00024773
Prodigal A-IV,442.9,88463.61,2.47E-06,0.00025008
Prodigal A-IV,442.94,88408.78,2.49E-06,0.00025246
Prodigal A-IV,442.98,88353.93,2.52E-06,0.00025486
Prodigal A-IV,443.02,88299.07,2.54E-06,0.00025728
Prodigal A-IV,443.06,88244.19,2.56E-06,0.00025973
Prodigal A-IV,443.1,88189.3,2.59E-06,0.0002622
Prodigal A-IV,443.14,88134.4,2.61E-06,0.0002647
Prodigal A-IV,443.18,88079.48,2.64E-06,0.00026722
Prodigal A-IV,443.22,88024.54,2.66E-06,0.00026976
Prodigal A-IV,443.26,87969.59,2.69E-06,0.00027233
Prodigal A-IV,443.3,87914.63,2.71E-06,0.00027493
Prodigal A-IV,443.34,87859.65,2.74E-06,0.00027755
Prodigal A-IV,443.38,87804.65,2.77E-06,0.0002802
Prodigal A-IV,443.42,87749.65,2.79E-06,0.00028288
Prodigal A-IV,443.46,87694.62,2.82E-06,0.00028558
Prodigal A-IV,443.5,87639.59,2.85E-06,0.00028831
Prodigal A-IV,443.54,87584.53,2.87E-06,0.00029107
Prodigal A-IV,443.58,87529.47,2.9E-06,0.00029385
Prodigal A-IV,443.62,87474.38,2.93E-06,0.00029666
Prodigal A-IV,443.66,87419.29,2.96E-06,0.0002995
Prodigal A-IV,443.7,87364.18,2.98E-06,0.00030237
Prodigal A-IV,443.74,87309.05,3.01E-06,0.00030527
Prodigal A-IV,443.78,87253.91,3.04E-06,0.00030819
Prodigal A-IV,443.82,87198.75,3.07E-06,0.00031114
Prodigal A-IV,443.86,87143.58,3.1E-06,0.00031413
Prodigal A-IV,443.9,87088.4,3.13E-06,0.00031714
Prodigal A-IV,443.94,87033.2,3.16E-06,0.00032018
Prodigal A-IV,443.98,86977.98,3.19E-06,0.00032326
Prodigal A-IV,444.02,86922.75,3.22E-06,0.00032636
Prodigal A-IV,444.06,86867.51,3.25E-06,0.00032949
Prodigal A-IV,444.1,86812.25,3.28E-06,0.00033266
Prodigal A-IV,444.14,86756.98,3.31E-06,0.00033585
Prodigal A-IV,444.18,86701.69,3.35E-06,0.00033908
Prodigal A-IV,444.22,86646.39,3.38E-06,0.00034234
Prodigal A-IV,444.26,86591.07,3.41E-06,0.00034563
Prodigal A-IV,444.3,86535.74,3.44E-06,0.00034895
Prodigal A-IV,444.34,86480.39,3.48E-06,0.00035231
Prodigal A-IV,444.38,86425.03,3.51E-06,0.0003557
Prodigal A-IV,444.42,86369.65,3.54E-06,0.00035912
Prodigal A-IV,444.46,86314.26,3.58E-06,0.00036258
Prodigal A-IV,444.5,86258.86,3.61E-06,0.00036606
Prodigal A-IV,444.54,86203.44,3.65E-06,0.00036959
Prodigal A-IV,444.58,86148,3.68E-06,0.00037314
Prodigal A-IV,444.62,86092.55,3.72E-06,0.00037673
Prodigal A-IV,444.66,86037.09,3.75E-06,0.00038036
Prodigal A-IV,444.7,85981.61,3.79E-06,0.00038402
Prodigal A-IV,444.74,85926.12,3.83E-06,0.00038772
Prodigal A-IV,444.78,85870.61,3.86E-06,0.00039145
Prodigal A-IV,444.82,85815.08,3.9E-06,0.00039522
Prodigal A-IV,444.86,85759.55,3.94E-06,0.00039902
Prodigal A-IV,444.9,85703.99,3.98E-06,0.00040286
Prodigal A-IV,444.94,85648.43,4.01E-06,0.00040674
Prodigal A-IV,444.98,85592.84,4.05E-06,0.00041065
Prodigal A-IV,445.02,85537.25,4.09E-06,0.0004146
Prodigal A-IV,445.06,85481.64,4.13E-06,0.00041859
Prodigal A-IV,445.1,85426.01,4.17E-06,0.00042262
Prodigal A-IV,445.14,85370.37,4.21E-06,0.00042668
Prodigal A-IV,445.18,85314.71,4.25E-06,0.00043078
Prodigal A-IV,445.22,85259.04,4.29E-06,0.00043492
Prodigal A-IV,445.26,85203.36,4.33E-06,0.0004391
Prodigal A-IV,445.3,85147.66,4.38E-06,0.00044332
Prodigal A-IV,445.34,85091.94,4.42E-06,0.00044758
Prodigal A-IV,445.38,85036.22,4.46E-06,0.00045188
Prodigal A-IV,445.42,84980.47,4.5E-06,0.00045622
Prodigal A-IV,455.86,70817.89,4.644E-05,0.00470555
Prodigal A-IV,455.9,70762.03,4.684E-05,0.00474653
Prodigal A-IV,455.94,70706.14,4.725E-05,0.00478785
Prodigal A-IV,455.98,70650.25,4.766E-05,0.00482951
Prodigal A-IV,456.02,70594.34,4.808E-05,0.00487151
Prodigal A-IV,456.06,70538.42,4.85E-05,0.00491386
Prodigal A-IV,456.1,70482.48,4.892E-05,0.00495656
Prodigal A-IV,456.14,70426.53,4.934E-05,0.00499959
Prodigal A-IV,456.18,70370.56,4.977E-05,0.00504299
Prodigal A-IV,456.22,70314.59,5.02E-05,0.00508673
Prodigal A-IV,456.26,70258.59,5.064E-05,0.00513083
Prodigal A-IV,456.3,70202.59,5.108E-05,0.00517529
Prodigal A-IV,456.34,70146.57,5.152E-05,0.0052201
Prodigal A-IV,456.38,70090.54,5.196E-05,0.00526528
Prodigal A-IV,456.42,70034.49,5.241E-05,0.00531082
Prodigal A-IV,456.46,69978.43,5.287E-05,0.00535673
Prodigal A-IV,456.5,69922.35,5.332E-05,0.005403
Prodigal A-IV,456.54,69866.27,5.378E-05,0.00544964
Prodigal A-IV,456.58,69810.16,5.425E-05,0.00549664
Prodigal A-IV,456.62,69754.05,5.472E-05,0.00554403
Prodigal A-IV,456.66,69697.92,5.519E-05,0.00559179
Prodigal A-IV,456.7,69641.78,5.566E-05,0.00563993
Prodigal A-IV,456.74,69585.62,5.614E-05,0.00568846
Prodigal A-IV,456.78,69529.45,5.662E-05,0.00573737
Prodigal A-IV,456.82,69473.26,5.711E-05,0.00578667
Prodigal A-IV,456.86,69417.06,5.76E-05,0.00583637
Prodigal A-IV,456.9,69360.85,5.809E-05,0.00588647
Prodigal A-IV,456.94,69304.63,5.859E-05,0.00593697
Prodigal A-IV,456.98,69248.39,5.91E-05,0.00598789
Prodigal A-IV,457.02,69192.13,5.96E-05,0.00603921
Prodigal A-IV,457.06,69135.87,6.011E-05,0.00609095
Prodigal A-IV,457.1,69079.58,6.063E-05,0.0061431
Prodigal A-IV,457.14,69023.29,6.115E-05,0.00619568
Prodigal A-IV,457.18,68966.98,6.167E-05,0.00624867
Prodigal A-IV,457.22,68910.66,6.22E-05,0.00630211
Prodigal A-IV,457.26,68854.32,6.273E-05,0.00635598
Prodigal A-IV,457.3,68797.97,6.326E-05,0.00641028
Prodigal A-IV,457.34,68741.61,6.38E-05,0.00646503
Prodigal A-IV,457.38,68685.23,6.435E-05,0.00652021
Prodigal A-IV,457.42,68628.84,6.49E-05,0.00657586
Prodigal A-IV,457.46,68572.43,6.545E-05,0.00663195
Prodigal A-IV,457.5,68516.01,6.601E-05,0.00668849
Prodigal A-IV,457.54,68459.58,6.657E-05,0.0067455
Prodigal A-IV,457.58,68403.13,6.714E-05,0.00680297
Prodigal A-IV,457.62,68346.67,6.771E-05,0.00686091
Prodigal A-IV,457.66,68290.19,6.829E-05,0.00691932
Prodigal A-IV,457.7,68233.71,6.887E-05,0.00697821
Prodigal A-IV,457.74,68177.2,6.946E-05,0.00703758
Prodigal A-IV,457.78,68120.69,7.005E-05,0.00709743
Prodigal A-IV,457.82,68064.16,7.064E-05,0.00715776
Prodigal A-IV,457.86,68007.61,7.124E-05,0.00721859
